wav_filename,wav_filesize,transcript
deepspeech/train/931.wav,212942,يحسب أن ماله أخلده
deepspeech/train/932.wav,200654,كلا لينبذن في الحطمه
deepspeech/train/933.wav,167886,و ما أدراك ما الحطمه
deepspeech/train/934.wav,122830,نار الله الموقده
deepspeech/train/935.wav,165838,التي تطلع على الأفئده
deepspeech/train/936.wav,190414,إنها عليهم مؤصده
deepspeech/train/937.wav,169934,في عمد ممدده
deepspeech/train/938.wav,169934,ويل لكل همزة لمزه
deepspeech/train/939.wav,190414,الذي جمع مالا و عدده
deepspeech/train/940.wav,208846,يحسب أن ماله أخلده
deepspeech/train/941.wav,219086,كلا لينبذن في الحطمه
deepspeech/train/942.wav,178126,و ما أدراك ما الحطمه
deepspeech/train/943.wav,141262,نار الله الموقده
deepspeech/train/944.wav,178126,التي تطلع على الأفئده
deepspeech/train/945.wav,180174,إنها عليهم مؤصده
deepspeech/train/946.wav,135118,في عمد ممدده
deepspeech/train/947.wav,106446,ويل لكل همزة لمزه
deepspeech/train/948.wav,141262,الذي جمع مالا و عدده
deepspeech/train/949.wav,178126,يحسب أن ماله أخلده
deepspeech/train/950.wav,174030,كلا لينبذن في الحطمه
deepspeech/train/951.wav,171982,و ما أدراك ما الحطمه
deepspeech/train/952.wav,98254,نار الله الموقده
deepspeech/train/953.wav,122830,التي تطلع على الأفئده
deepspeech/train/954.wav,131022,إنها عليهم مؤصده
deepspeech/train/955.wav,118734,في عمد ممدده
deepspeech/train/956.wav,81070,ويل لكل همزة لمزه
deepspeech/train/957.wav,161188,الذي جمع مالا و عدده
deepspeech/train/958.wav,193268,يحسب أن ماله أخلده
deepspeech/train/959.wav,172110,كلا لينبذن في الحطمه
deepspeech/train/960.wav,196240,و ما أدراك ما الحطمه
deepspeech/train/961.wav,136612,نار الله الموقده
deepspeech/train/962.wav,136798,التي تطلع على الأفئده
deepspeech/train/963.wav,134568,إنها عليهم مؤصده
deepspeech/train/964.wav,136798,في عمد ممدده
deepspeech/train/965.wav,151658,ويل لكل همزة لمزه
deepspeech/train/966.wav,146456,يحسب أن ماله أخلده
deepspeech/train/967.wav,205156,كلا لينبذن في الحطمه
deepspeech/train/968.wav,136054,و ما أدراك ما الحطمه
deepspeech/train/969.wav,84784,نار الله الموقده
deepspeech/train/970.wav,139026,التي تطلع على الأفئده
deepspeech/train/971.wav,137540,إنها عليهم مؤصده
deepspeech/train/972.wav,115250,ويل لكل همزة لمزه
deepspeech/train/973.wav,91472,الذي جمع مالا و عدده
deepspeech/train/974.wav,53578,يحسب أن ماله أخلده
deepspeech/train/975.wav,324044,كلا لينبذن في الحطمه
deepspeech/train/976.wav,166648,و ما أدراك ما الحطمه
deepspeech/train/977.wav,152996,التي تطلع على الأفئده
deepspeech/train/978.wav,178408,في عمد ممدده
deepspeech/train/979.wav,208130,الذي جمع مالا و عدده
deepspeech/train/980.wav,92216,يحسب أن ماله أخلده
deepspeech/train/981.wav,145714,كلا لينبذن في الحطمه
deepspeech/train/982.wav,157602,و ما أدراك ما الحطمه
deepspeech/train/983.wav,151658,إنها عليهم مؤصده
deepspeech/train/984.wav,92958,في عمد ممدده
deepspeech/train/985.wav,172464,يحسب أن ماله أخلده
deepspeech/train/986.wav,207386,كلا لينبذن في الحطمه
deepspeech/train/987.wav,166518,يحسب أن ماله أخلده
deepspeech/train/988.wav,67534,و العصر
deepspeech/train/989.wav,165838,إن الإنسان لفي خسر
deepspeech/train/990.wav,341966,إلا الذين آمنوا و عملوا الصالحات و تواصوا بالحق و تواصوا بالصبر
deepspeech/train/991.wav,206798,و العصر إن الإنسان لفي خسر
deepspeech/train/992.wav,231374,إلا الذين آمنوا و عملوا الصالحات و تواصوا
deepspeech/train/993.wav,176078,و تواصوا بالحق و تواصوا بالصبر
deepspeech/train/994.wav,61390,و العصر
deepspeech/train/995.wav,176078,إن الإنسان لفي خسر
deepspeech/train/996.wav,317390,إلا الذين آمنوا و عملوا الصالحات و تواصوا بالحق و تواصوا بالصبر
deepspeech/train/997.wav,61390,و العصر
deepspeech/train/998.wav,210894,إن الإنسان لفي خسر
deepspeech/train/999.wav,237518,إلا الذين آمنوا و عملوا الصالحات
deepspeech/train/1000.wav,182222,و تواصوا بالحق و تواصوا بالصبر
deepspeech/train/1001.wav,98254,و العصر
deepspeech/train/1002.wav,237518,إن الإنسان لفي خسر
deepspeech/train/1003.wav,561102,إلا الذين آمنوا و عملوا الصالحات و تواصوا بالحق و تواصوا بالصبر
deepspeech/train/1004.wav,122830,و العصر
deepspeech/train/1005.wav,344014,إن الإنسان لفي خسر
deepspeech/train/1006.wav,83918,و العصر
deepspeech/train/1007.wav,186318,إن الإنسان لفي خسر
deepspeech/train/1008.wav,425934,إلا الذين آمنوا و عملوا الصالحات و تواصوا بالحق و تواصوا بالصبر
deepspeech/train/1009.wav,63438,و العصر
deepspeech/train/1010.wav,196558,إن الإنسان لفي خسر
deepspeech/train/1011.wav,356302,إلا الذين آمنوا و عملوا الصالحات و تواصوا بالحق و تواصوا بالصبر
deepspeech/train/1012.wav,65486,و العصر
deepspeech/train/1013.wav,176078,إن الإنسان لفي خسر
deepspeech/train/1014.wav,425934,إلا الذين آمنوا و عملوا الصالحات و تواصوا بالحق و تواصوا بالصبر
deepspeech/train/1015.wav,139214,و العصر إن الإنسان لفي خسر
deepspeech/train/1016.wav,163790,إلا الذين آمنوا و عملوا الصالحات
deepspeech/train/1017.wav,153550,و تواصوا بالحق و تواصوا بالصبر
deepspeech/train/1018.wav,144804,إن الإنسان لفي خسر
deepspeech/train/1019.wav,286892,إلا الذين آمنوا و عملوا الصالحات و تواصوا بالحق و تواصوا بالصبر
deepspeech/train/1020.wav,106332,و العصر
deepspeech/train/1021.wav,95930,إن الإنسان لفي خسر
deepspeech/train/1022.wav,159088,إلا الذين آمنوا و عملوا الصالحات و تواصوا بالحق و تواصوا بالصبر
deepspeech/train/1023.wav,356736,إلا الذين آمنوا و عملوا الصالحات و تواصوا بالحق و تواصوا بالصبر
deepspeech/train/1024.wav,104398,ألهاكم التكاثر
deepspeech/train/1025.wav,128974,حتى زرتم المقابر
deepspeech/train/1026.wav,126926,كلا سوف تعلمون
deepspeech/train/1027.wav,174030,ثم كلا سوف تعلمون
deepspeech/train/1028.wav,163790,كلا لو تعلمون علم اليقين
deepspeech/train/1029.wav,122830,لترون الجحيم
deepspeech/train/1030.wav,192462,ثم لترونها عين اليقين
deepspeech/train/1031.wav,251854,ثم لتسألن يومئذ عن النعيم
deepspeech/train/1032.wav,196558,ألهاكم التكاثر حتى زرتم المقابر
deepspeech/train/1033.wav,227278,كلا سوف تعلمون ثم كلا سوف تعلمون
deepspeech/train/1034.wav,155598,كلا لو تعلمون علم اليقين
deepspeech/train/1035.wav,114638,لترون الجحيم
deepspeech/train/1036.wav,190414,ثم لترونها عين اليقين
deepspeech/train/1037.wav,270286,ثم لتسألن يومئذ عن النعيم
deepspeech/train/1038.wav,75726,ألهاكم التكاثر
deepspeech/train/1039.wav,90062,حتى زرتم المقابر
deepspeech/train/1040.wav,96206,كلا سوف تعلمون
deepspeech/train/1041.wav,122830,ثم كلا سوف تعلمون
deepspeech/train/1042.wav,135118,كلا لو تعلمون علم اليقين
deepspeech/train/1043.wav,90062,لترون الجحيم
deepspeech/train/1044.wav,149454,ثم لترونها عين اليقين
deepspeech/train/1045.wav,212942,ثم لتسألن يومئذ عن النعيم
deepspeech/train/1046.wav,116686,ألهاكم التكاثر
deepspeech/train/1047.wav,122830,حتى زرتم المقابر
deepspeech/train/1048.wav,145358,كلا سوف تعلمون
deepspeech/train/1049.wav,204750,ثم كلا سوف تعلمون
deepspeech/train/1050.wav,176078,كلا لو تعلمون علم اليقين
deepspeech/train/1051.wav,165838,لترون الجحيم
deepspeech/train/1052.wav,239566,ثم لترونها عين اليقين
deepspeech/train/1053.wav,303054,ثم لتسألن يومئذ عن النعيم
deepspeech/train/1054.wav,176078,ألهاكم التكاثر
deepspeech/train/1055.wav,178126,حتى زرتم المقابر
deepspeech/train/1056.wav,204750,كلا سوف تعلمون
deepspeech/train/1057.wav,237518,ثم كلا سوف تعلمون
deepspeech/train/1058.wav,270286,كلا لو تعلمون علم اليقين
deepspeech/train/1059.wav,208846,لترون الجحيم
deepspeech/train/1060.wav,296910,ثم لترونها عين اليقين
deepspeech/train/1061.wav,368590,ثم لتسألن يومئذ عن النعيم
deepspeech/train/1062.wav,190414,ألهاكم التكاثر
deepspeech/train/1063.wav,192462,حتى زرتم المقابر
deepspeech/train/1064.wav,194510,كلا سوف تعلمون
deepspeech/train/1065.wav,268238,ثم كلا سوف تعلمون
deepspeech/train/1066.wav,305102,كلا لو تعلمون علم اليقين
deepspeech/train/1067.wav,202702,لترون الجحيم
deepspeech/train/1068.wav,290766,ثم لترونها عين اليقين
deepspeech/train/1069.wav,389070,ثم لتسألن يومئذ عن النعيم
deepspeech/train/1070.wav,145358,حتى زرتم المقابر
deepspeech/train/1071.wav,163790,كلا سوف تعلمون
deepspeech/train/1072.wav,210894,ثم كلا سوف تعلمون
deepspeech/train/1073.wav,229326,كلا لو تعلمون علم اليقين
deepspeech/train/1074.wav,147406,لترون الجحيم
deepspeech/train/1075.wav,212942,ثم لترونها عين اليقين
deepspeech/train/1076.wav,262094,ثم لتسألن يومئذ عن النعيم
deepspeech/train/1077.wav,116686,ألهاكم التكاثر
deepspeech/train/1078.wav,126926,حتى زرتم المقابر
deepspeech/train/1079.wav,225230,ثم كلا سوف تعلمون
deepspeech/train/1080.wav,217038,كلا لو تعلمون علم اليقين
deepspeech/train/1081.wav,196558,لترون الجحيم
deepspeech/train/1082.wav,272334,ثم لترونها عين اليقين
deepspeech/train/1083.wav,352206,ثم لتسألن يومئذ عن النعيم
deepspeech/train/1084.wav,120782,ألهاكم التكاثر
deepspeech/train/1085.wav,143310,حتى زرتم المقابر
deepspeech/train/1086.wav,131022,كلا سوف تعلمون
deepspeech/train/1087.wav,180174,ثم كلا سوف تعلمون
deepspeech/train/1088.wav,194510,كلا لو تعلمون علم اليقين
deepspeech/train/1089.wav,128974,لترون الجحيم
deepspeech/train/1090.wav,227278,ثم لترونها عين اليقين
deepspeech/train/1091.wav,270286,ثم لتسألن يومئذ عن النعيم
deepspeech/train/1092.wav,66208,ألهاكم التكاثر
deepspeech/train/1093.wav,118222,حتى زرتم المقابر
deepspeech/train/1094.wav,144970,كلا سوف تعلمون
deepspeech/train/1095.wav,104104,ثم كلا سوف تعلمون
deepspeech/train/1096.wav,63980,كلا لو تعلمون علم اليقين
deepspeech/train/1097.wav,214816,لترون الجحيم ثم لترونها
deepspeech/train/1098.wav,183032,ثم لترونها عين اليقين
deepspeech/train/1099.wav,83298,لتسألن يومئذ عن النعيم
deepspeech/train/1100.wav,115250,ألهاكم التكاثر
deepspeech/train/1101.wav,128624,زرتم المقابر
deepspeech/train/1102.wav,58778,كلا سوف تعلمون
deepspeech/train/1103.wav,43174,كلا سوف تعلمون
deepspeech/train/1104.wav,133826,كلا لو تعلمون علم اليقين
deepspeech/train/1105.wav,129368,لترون الجحيم
deepspeech/train/1106.wav,129368,ثم لترونها عين اليقين
deepspeech/train/1107.wav,120450,ثم لتسألن يومئذ عن النعيم
deepspeech/train/1108.wav,133082,ألهاكم التكاثر
deepspeech/train/1109.wav,89242,حتى زرتم المقابر
deepspeech/train/1110.wav,101874,كلا سوف تعلمون
deepspeech/train/1111.wav,136054,ثم كلا سوف تعلمون
deepspeech/train/1112.wav,139026,كلا لو تعلمون علم اليقين
deepspeech/train/1113.wav,89242,لترون الجحيم
deepspeech/train/1114.wav,109304,كلا سوف تعلمون
deepspeech/train/1115.wav,115250,كلا سوف تعلمون
deepspeech/train/1116.wav,116686,و العاديات ضبحا
deepspeech/train/1117.wav,114638,فالموريات قدحا
deepspeech/train/1118.wav,114638,فالمغيرات صبحا
deepspeech/train/1119.wav,118734,فأثرن به نقعا
deepspeech/train/1120.wav,122830,فوسطن به جمعا
deepspeech/train/1121.wav,219086,إن الإنسان لربه لكنود
deepspeech/train/1122.wav,180174,و إنه على ذلك لشهيد
deepspeech/train/1123.wav,174030,و إنه لحب الخير لشديد
deepspeech/train/1124.wav,188366,أفلا يعلم إذا بعثر ما في القبور
deepspeech/train/1125.wav,114638,و حصل ما في الصدور
deepspeech/train/1126.wav,88014,و العاديات ضبحا
deepspeech/train/1127.wav,83918,فالموريات قدحا
deepspeech/train/1128.wav,83918,فالمغيرات صبحا
deepspeech/train/1129.wav,94158,فأثرن به نقعا
deepspeech/train/1130.wav,92110,فوسطن به جمعا
deepspeech/train/1131.wav,192462,إن الإنسان لربه لكنود
deepspeech/train/1132.wav,163790,و إنه على ذلك لشهيد
deepspeech/train/1133.wav,219086,و إنه لحب الخير لشديد
deepspeech/train/1134.wav,251854,أفلا يعلم إذا بعثر ما في القبور
deepspeech/train/1135.wav,163790,و حصل ما في الصدور
deepspeech/train/1136.wav,325582,إن ربهم بهم يومئذ لخبير
deepspeech/train/1137.wav,294862,و العاديات ضبحا فالموريات قدحا فالمغيرات صبحا
deepspeech/train/1138.wav,196558,فأثرن به نقعا فوسطن به جمعا
deepspeech/train/1139.wav,202702,إن الإنسان لربه لكنود
deepspeech/train/1140.wav,176078,و إنه على ذلك لشهيد
deepspeech/train/1141.wav,192462,و إنه لحب الخير لشديد
deepspeech/train/1142.wav,196558,أفلا يعلم إذا بعثر ما في القبور
deepspeech/train/1143.wav,143310,و حصل ما في الصدور
deepspeech/train/1144.wav,247758,إن ربهم بهم يومئذ لخبير
deepspeech/train/1145.wav,120782,و العاديات ضبحا
deepspeech/train/1146.wav,116686,فالموريات قدحا
deepspeech/train/1147.wav,124878,فالمغيرات صبحا
deepspeech/train/1148.wav,126926,فأثرن به نقعا
deepspeech/train/1149.wav,116686,فوسطن به جمعا
deepspeech/train/1150.wav,229326,إن الإنسان لربه لكنود
deepspeech/train/1151.wav,202702,و إنه على ذلك لشهيد
deepspeech/train/1152.wav,221134,و إنه لحب الخير لشديد
deepspeech/train/1153.wav,214990,أفلا يعلم إذا بعثر ما في القبور
deepspeech/train/1154.wav,151502,و حصل ما في الصدور
deepspeech/train/1155.wav,270286,إن ربهم بهم يومئذ لخبير
deepspeech/train/1156.wav,120782,و العاديات ضبحا
deepspeech/train/1157.wav,120782,فالموريات قدحا
deepspeech/train/1158.wav,118734,فالمغيرات صبحا
deepspeech/train/1159.wav,116686,فأثرن به نقعا
deepspeech/train/1160.wav,112590,فوسطن به جمعا
deepspeech/train/1161.wav,253902,إن الإنسان لربه لكنود
deepspeech/train/1162.wav,202702,و إنه على ذلك لشهيد
deepspeech/train/1163.wav,227278,و إنه لحب الخير لشديد
deepspeech/train/1164.wav,219086,أفلا يعلم إذا بعثر ما في القبور
deepspeech/train/1165.wav,194510,و حصل ما في الصدور
deepspeech/train/1166.wav,344014,إن ربهم بهم يومئذ لخبير
deepspeech/train/1167.wav,182222,و العاديات ضبحا
deepspeech/train/1168.wav,184270,فالموريات قدحا
deepspeech/train/1169.wav,182222,فالمغيرات صبحا
deepspeech/train/1170.wav,200654,فأثرن به نقعا
deepspeech/train/1171.wav,212942,فوسطن به جمعا
deepspeech/train/1172.wav,341966,إن الإنسان لربه لكنود
deepspeech/train/1173.wav,274382,و إنه على ذلك لشهيد
deepspeech/train/1174.wav,286670,و إنه لحب الخير لشديد
deepspeech/train/1175.wav,305102,أفلا يعلم إذا بعثر ما في القبور
deepspeech/train/1176.wav,227278,و حصل ما في الصدور
deepspeech/train/1177.wav,411598,إن ربهم بهم يومئذ لخبير
deepspeech/train/1178.wav,124878,فالموريات قدحا
deepspeech/train/1179.wav,135118,فالمغيرات صبحا
deepspeech/train/1180.wav,143310,فأثرن به نقعا
deepspeech/train/1181.wav,145358,فوسطن به جمعا
deepspeech/train/1182.wav,231374,إن الإنسان لربه لكنود
deepspeech/train/1183.wav,182222,و إنه على ذلك لشهيد
deepspeech/train/1184.wav,202702,و إنه لحب الخير لشديد
deepspeech/train/1185.wav,233422,أفلا يعلم إذا بعثر ما في القبور
deepspeech/train/1186.wav,135118,و حصل ما في الصدور
deepspeech/train/1187.wav,239566,إن ربهم بهم يومئذ لخبير
deepspeech/train/1188.wav,135118,و العاديات ضبحا
deepspeech/train/1189.wav,126926,فالموريات قدحا
deepspeech/train/1190.wav,126926,فالمغيرات صبحا
deepspeech/train/1191.wav,137166,فأثرن به نقعا
deepspeech/train/1192.wav,135118,فوسطن به جمعا
deepspeech/train/1193.wav,290766,إن الإنسان لربه لكنود
deepspeech/train/1194.wav,241614,و إنه على ذلك لشهيد
deepspeech/train/1195.wav,235470,و إنه لحب الخير لشديد
deepspeech/train/1196.wav,171982,و حصل ما في الصدور
deepspeech/train/1197.wav,329678,إن ربهم بهم يومئذ لخبير
deepspeech/train/1198.wav,149454,و العاديات ضبحا
deepspeech/train/1199.wav,131022,فالموريات قدحا
deepspeech/train/1200.wav,124878,فأثرن به نقعا
deepspeech/train/1201.wav,139214,فوسطن به جمعا
deepspeech/train/1202.wav,237518,إن الإنسان لربه لكنود
deepspeech/train/1203.wav,208846,و إنه على ذلك لشهيد
deepspeech/train/1204.wav,225230,و إنه لحب الخير لشديد
deepspeech/train/1205.wav,239566,أفلا يعلم إذا بعثر ما في القبور
deepspeech/train/1206.wav,155598,و حصل ما في الصدور
